geoid,geographic_area_name,estimated_population,Margin of Error!!Total
250056002033,"Block Group 3, Census Tract 6002.03, Bristol County, Massachusetts",3280,433
250056002041,"Block Group 1, Census Tract 6002.04, Bristol County, Massachusetts",1681,312
250056002042,"Block Group 2, Census Tract 6002.04, Bristol County, Massachusetts",2375,408
250056101001,"Block Group 1, Census Tract 6101, Bristol County, Massachusetts",1661,307
250056101002,"Block Group 2, Census Tract 6101, Bristol County, Massachusetts",2286,396
250056101003,"Block Group 3, Census Tract 6101, Bristol County, Massachusetts",1717,422
250056102021,"Block Group 1, Census Tract 6102.02, Bristol County, Massachusetts",1987,335
250056102022,"Block Group 2, Census Tract 6102.02, Bristol County, Massachusetts",1159,275
250056102023,"Block Group 3, Census Tract 6102.02, Bristol County, Massachusetts",1377,248
250056102024,"Block Group 4, Census Tract 6102.02, Bristol County, Massachusetts",981,254
250056102031,"Block Group 1, Census Tract 6102.03, Bristol County, Massachusetts",1064,266
250056102032,"Block Group 2, Census Tract 6102.03, Bristol County, Massachusetts",1262,351
250056102033,"Block Group 3, Census Tract 6102.03, Bristol County, Massachusetts",3242,475
250056102034,"Block Group 4, Census Tract 6102.03, Bristol County, Massachusetts",1190,323
250056102041,"Block Group 1, Census Tract 6102.04, Bristol County, Massachusetts",2034,368
250056102042,"Block Group 2, Census Tract 6102.04, Bristol County, Massachusetts",1909,388
250056102043,"Block Group 3, Census Tract 6102.04, Bristol County, Massachusetts",2078,485
250056111011,"Block Group 1, Census Tract 6111.01, Bristol County, Massachusetts",3716,333
250056111012,"Block Group 2, Census Tract 6111.01, Bristol County, Massachusetts",1618,253
250056111021,"Block Group 1, Census Tract 6111.02, Bristol County, Massachusetts",2790,328
250056111022,"Block Group 2, Census Tract 6111.02, Bristol County, Massachusetts",2587,240
250056112011,"Block Group 1, Census Tract 6112.01, Bristol County, Massachusetts",847,213
250056112012,"Block Group 2, Census Tract 6112.01, Bristol County, Massachusetts",2088,282
250056112021,"Block Group 1, Census Tract 6112.02, Bristol County, Massachusetts",3361,398
250056112022,"Block Group 2, Census Tract 6112.02, Bristol County, Massachusetts",1534,313
250056112023,"Block Group 3, Census Tract 6112.02, Bristol County, Massachusetts",1204,223
250056121001,"Block Group 1, Census Tract 6121, Bristol County, Massachusetts",997,250
250056121002,"Block Group 2, Census Tract 6121, Bristol County, Massachusetts",2909,258
250056121003,"Block Group 3, Census Tract 6121, Bristol County, Massachusetts",776,159
250056122001,"Block Group 1, Census Tract 6122, Bristol County, Massachusetts",3074,525
250056122002,"Block Group 2, Census Tract 6122, Bristol County, Massachusetts",1498,351
250056122003,"Block Group 3, Census Tract 6122, Bristol County, Massachusetts",3130,479
250056122004,"Block Group 4, Census Tract 6122, Bristol County, Massachusetts",1812,368
250056131001,"Block Group 1, Census Tract 6131, Bristol County, Massachusetts",1386,330
250056131002,"Block Group 2, Census Tract 6131, Bristol County, Massachusetts",1777,432
250056131003,"Block Group 3, Census Tract 6131, Bristol County, Massachusetts",2306,495
250056131004,"Block Group 4, Census Tract 6131, Bristol County, Massachusetts",1113,289
250056133001,"Block Group 1, Census Tract 6133, Bristol County, Massachusetts",1803,350
250056133002,"Block Group 2, Census Tract 6133, Bristol County, Massachusetts",1950,345
250056133003,"Block Group 3, Census Tract 6133, Bristol County, Massachusetts",1469,293
250056133004,"Block Group 4, Census Tract 6133, Bristol County, Massachusetts",1653,322
250056134001,"Block Group 1, Census Tract 6134, Bristol County, Massachusetts",1834,304
250056134002,"Block Group 2, Census Tract 6134, Bristol County, Massachusetts",1803,564
250056136001,"Block Group 1, Census Tract 6136, Bristol County, Massachusetts",2465,359
250056136002,"Block Group 2, Census Tract 6136, Bristol County, Massachusetts",1385,315
250056137001,"Block Group 1, Census Tract 6137, Bristol County, Massachusetts",2165,306
250056137002,"Block Group 2, Census Tract 6137, Bristol County, Massachusetts",2215,355
250056138001,"Block Group 1, Census Tract 6138, Bristol County, Massachusetts",1203,480
250056138002,"Block Group 2, Census Tract 6138, Bristol County, Massachusetts",2691,685
250056138003,"Block Group 3, Census Tract 6138, Bristol County, Massachusetts",601,256
250056138004,"Block Group 4, Census Tract 6138, Bristol County, Massachusetts",1162,538
250056139011,"Block Group 1, Census Tract 6139.01, Bristol County, Massachusetts",1278,323
250056139012,"Block Group 2, Census Tract 6139.01, Bristol County, Massachusetts",1463,227
250056139021,"Block Group 1, Census Tract 6139.02, Bristol County, Massachusetts",1877,296
250056139022,"Block Group 2, Census Tract 6139.02, Bristol County, Massachusetts",1501,331
250056139023,"Block Group 3, Census Tract 6139.02, Bristol County, Massachusetts",1697,314
250056140001,"Block Group 1, Census Tract 6140, Bristol County, Massachusetts",1778,402
250056140002,"Block Group 2, Census Tract 6140, Bristol County, Massachusetts",2777,482
250056141011,"Block Group 1, Census Tract 6141.01, Bristol County, Massachusetts",3048,586
250056141012,"Block Group 2, Census Tract 6141.01, Bristol County, Massachusetts",1676,385
250056141013,"Block Group 3, Census Tract 6141.01, Bristol County, Massachusetts",2313,439
250056141021,"Block Group 1, Census Tract 6141.02, Bristol County, Massachusetts",2214,524
250056141022,"Block Group 2, Census Tract 6141.02, Bristol County, Massachusetts",2015,411
250056141023,"Block Group 3, Census Tract 6141.02, Bristol County, Massachusetts",2506,568
250056151001,"Block Group 1, Census Tract 6151, Bristol County, Massachusetts",1069,348
250056151002,"Block Group 2, Census Tract 6151, Bristol County, Massachusetts",1801,391
250056151003,"Block Group 3, Census Tract 6151, Bristol County, Massachusetts",1347,322
250056151004,"Block Group 4, Census Tract 6151, Bristol County, Massachusetts",999,326
250056151005,"Block Group 5, Census Tract 6151, Bristol County, Massachusetts",2514,385
250056161001,"Block Group 1, Census Tract 6161, Bristol County, Massachusetts",2119,352
250056161002,"Block Group 2, Census Tract 6161, Bristol County, Massachusetts",2955,436
250056161003,"Block Group 3, Census Tract 6161, Bristol County, Massachusetts",1656,353
250056171011,"Block Group 1, Census Tract 6171.01, Bristol County, Massachusetts",1195,278
250056171012,"Block Group 2, Census Tract 6171.01, Bristol County, Massachusetts",979,268
250056171013,"Block Group 3, Census Tract 6171.01, Bristol County, Massachusetts",1128,236
250056171014,"Block Group 4, Census Tract 6171.01, Bristol County, Massachusetts",1832,420
250056171015,"Block Group 5, Census Tract 6171.01, Bristol County, Massachusetts",0,12
250056171021,"Block Group 1, Census Tract 6171.02, Bristol County, Massachusetts",1992,319
250056171022,"Block Group 2, Census Tract 6171.02, Bristol County, Massachusetts",2173,289
250056301011,"Block Group 1, Census Tract 6301.01, Bristol County, Massachusetts",923,212
250056301012,"Block Group 2, Census Tract 6301.01, Bristol County, Massachusetts",2188,317
250056301021,"Block Group 1, Census Tract 6301.02, Bristol County, Massachusetts",1127,246
250056301022,"Block Group 2, Census Tract 6301.02, Bristol County, Massachusetts",826,237
250056301023,"Block Group 3, Census Tract 6301.02, Bristol County, Massachusetts",1495,339
250056301024,"Block Group 4, Census Tract 6301.02, Bristol County, Massachusetts",980,213
250056302001,"Block Group 1, Census Tract 6302, Bristol County, Massachusetts",1006,186
250056302002,"Block Group 2, Census Tract 6302, Bristol County, Massachusetts",2132,534
250056302003,"Block Group 3, Census Tract 6302, Bristol County, Massachusetts",829,252
250056302004,"Block Group 4, Census Tract 6302, Bristol County, Massachusetts",1161,403
250056302005,"Block Group 5, Census Tract 6302, Bristol County, Massachusetts",2971,456
250056303001,"Block Group 1, Census Tract 6303, Bristol County, Massachusetts",2043,372
250056303002,"Block Group 2, Census Tract 6303, Bristol County, Massachusetts",3722,525
250056303003,"Block Group 3, Census Tract 6303, Bristol County, Massachusetts",1613,547
250056303004,"Block Group 4, Census Tract 6303, Bristol County, Massachusetts",1305,293
250056304001,"Block Group 1, Census Tract 6304, Bristol County, Massachusetts",1253,290
250056304002,"Block Group 2, Census Tract 6304, Bristol County, Massachusetts",1396,270
250056304003,"Block Group 3, Census Tract 6304, Bristol County, Massachusetts",2210,399
250056311001,"Block Group 1, Census Tract 6311, Bristol County, Massachusetts",1010,325
250056311002,"Block Group 2, Census Tract 6311, Bristol County, Massachusetts",618,156
250056311003,"Block Group 3, Census Tract 6311, Bristol County, Massachusetts",1223,409
250056311004,"Block Group 4, Census Tract 6311, Bristol County, Massachusetts",832,229
250056311005,"Block Group 5, Census Tract 6311, Bristol County, Massachusetts",1454,331
250056311006,"Block Group 6, Census Tract 6311, Bristol County, Massachusetts",1347,357
250056311007,"Block Group 7, Census Tract 6311, Bristol County, Massachusetts",1059,328
250056312001,"Block Group 1, Census Tract 6312, Bristol County, Massachusetts",1255,443
250056312002,"Block Group 2, Census Tract 6312, Bristol County, Massachusetts",898,384
250056312003,"Block Group 3, Census Tract 6312, Bristol County, Massachusetts",1603,378
250056312004,"Block Group 4, Census Tract 6312, Bristol County, Massachusetts",1907,417
250056312005,"Block Group 5, Census Tract 6312, Bristol County, Massachusetts",2391,493
250056313001,"Block Group 1, Census Tract 6313, Bristol County, Massachusetts",1834,309
250056313002,"Block Group 2, Census Tract 6313, Bristol County, Massachusetts",1432,333
250056313003,"Block Group 3, Census Tract 6313, Bristol County, Massachusetts",1411,370
250056314001,"Block Group 1, Census Tract 6314, Bristol County, Massachusetts",1775,365
250056314002,"Block Group 2, Census Tract 6314, Bristol County, Massachusetts",874,246
250056315001,"Block Group 1, Census Tract 6315, Bristol County, Massachusetts",2142,354
250056315002,"Block Group 2, Census Tract 6315, Bristol County, Massachusetts",877,239
250056316001,"Block Group 1, Census Tract 6316, Bristol County, Massachusetts",1907,524
250056316002,"Block Group 2, Census Tract 6316, Bristol County, Massachusetts",1020,301
250056316003,"Block Group 3, Census Tract 6316, Bristol County, Massachusetts",1033,279
250056317001,"Block Group 1, Census Tract 6317, Bristol County, Massachusetts",1219,614
250056317002,"Block Group 2, Census Tract 6317, Bristol County, Massachusetts",1488,321
250056317003,"Block Group 3, Census Tract 6317, Bristol County, Massachusetts",2465,384
250056317004,"Block Group 4, Census Tract 6317, Bristol County, Massachusetts",1869,341
250056318001,"Block Group 1, Census Tract 6318, Bristol County, Massachusetts",3398,528
250056318002,"Block Group 2, Census Tract 6318, Bristol County, Massachusetts",1301,301
250056318003,"Block Group 3, Census Tract 6318, Bristol County, Massachusetts",2141,395
250056318004,"Block Group 4, Census Tract 6318, Bristol County, Massachusetts",1006,374
250056321001,"Block Group 1, Census Tract 6321, Bristol County, Massachusetts",1580,357
250056321002,"Block Group 2, Census Tract 6321, Bristol County, Massachusetts",1021,279
250056321003,"Block Group 3, Census Tract 6321, Bristol County, Massachusetts",874,273
250056321004,"Block Group 4, Census Tract 6321, Bristol County, Massachusetts",503,171
250056321005,"Block Group 5, Census Tract 6321, Bristol County, Massachusetts",733,267
250056321006,"Block Group 6, Census Tract 6321, Bristol County, Massachusetts",2020,391
250056322001,"Block Group 1, Census Tract 6322, Bristol County, Massachusetts",1509,403
250056322002,"Block Group 2, Census Tract 6322, Bristol County, Massachusetts",2186,507
250056322003,"Block Group 3, Census Tract 6322, Bristol County, Massachusetts",1978,380
250056322004,"Block Group 4, Census Tract 6322, Bristol County, Massachusetts",1276,391
250056322005,"Block Group 5, Census Tract 6322, Bristol County, Massachusetts",1761,465
250056331001,"Block Group 1, Census Tract 6331, Bristol County, Massachusetts",2676,423
250056331002,"Block Group 2, Census Tract 6331, Bristol County, Massachusetts",3088,449
250056332001,"Block Group 1, Census Tract 6332, Bristol County, Massachusetts",3578,446
250056332002,"Block Group 2, Census Tract 6332, Bristol County, Massachusetts",1826,476
250056332003,"Block Group 3, Census Tract 6332, Bristol County, Massachusetts",1005,329
250056401001,"Block Group 1, Census Tract 6401, Bristol County, Massachusetts",1273,460
250056401002,"Block Group 2, Census Tract 6401, Bristol County, Massachusetts",724,300
250056401003,"Block Group 3, Census Tract 6401, Bristol County, Massachusetts",626,234
250056401004,"Block Group 4, Census Tract 6401, Bristol County, Massachusetts",836,283
250056401005,"Block Group 5, Census Tract 6401, Bristol County, Massachusetts",1604,401
250056402001,"Block Group 1, Census Tract 6402, Bristol County, Massachusetts",519,232
250056402002,"Block Group 2, Census Tract 6402, Bristol County, Massachusetts",459,256
250056402003,"Block Group 3, Census Tract 6402, Bristol County, Massachusetts",1515,537
250056402004,"Block Group 4, Census Tract 6402, Bristol County, Massachusetts",1813,376
250056402005,"Block Group 5, Census Tract 6402, Bristol County, Massachusetts",1848,519
250056403001,"Block Group 1, Census Tract 6403, Bristol County, Massachusetts",1257,281
250056403002,"Block Group 2, Census Tract 6403, Bristol County, Massachusetts",1133,238
250056403003,"Block Group 3, Census Tract 6403, Bristol County, Massachusetts",1587,364
